,itemId,color,guarantee,memory,name,price,ram,site,soup
0,bd4f3f32e70dae9b3dc17d3d7277d6b34cdde5fe,bleu,garantie1an,8go, z7 ,259.0,1go,jumia,1go 8go bleu
1,c0f0a1d70e3f5f805970366f5bf0d29d361fa47c,noir,garantie1an,4go, v5 nano ,148.0,512mo,jumia,512mo 4go noir
2,95c809d493d3657ef06b115fe1e33d3ae1f1df52,gris,garantie1an,8go, v5 ,187.0,1go,jumia,1go 8go gris
3,3494134f92986843aa5bae14cce7bfa0678c954a,bleu,garantie1an,8go, 2.1 ,359.0,1go,jumia,1go 8go bleu
4,b93a0d88ea7b183e7b38e99c26a1bc5ae8fa85f7,lavender,garantie1an,8go, j2 core ,309.0,1go,jumia,1go 8go lavender
5,b5cdebe005bc9def7f5f49d0bfd198c3e92be833,,garantie1an,16go, m11  grayblue ,439.0,2go,jumia,2go 16go 
6,a17d2f3ebf634f7e1b5872c5121b11180d92ecac,bleu,garantie1an,64go, a7 ,645.0,3go,jumia,3go 64go bleu
7,d1268a8de75bb2b4e208d99df0e59221bdf332eb,brunambré,garantie1an,32go, y6 prime 2019 ,449.0,2go,jumia,2go 32go brunambré
8,81bff5bb864f08a629f37eae4247eb535115d708,rouge,garantie1an,32go, galaxy j6 plus ,599.0,ram3go,jumia,ram3go 32go rouge
9,30808fc7dfb59d0a346e991c7d000a8d27f891bc,black,garantie1an,8go, v4+ ,219.0,1go,jumia,1go 8go black
10,0d36c4053a4a7329353f4cc3bf5268f7ce0e6f49,noir,garantie1an,16go, 3.1 ,489.0,2go,jumia,2go 16go noir
11,55f4de7ab2d4a810758d027167156d4278e26d94,bleu,garantie1an,128go, p30 lite ,899.0,4go,jumia,4go 128go bleu
12,53023ac767fade77031f2905747111c1b7d7af7b,noir,garantie1an,64go, galaxy a30 ,829.0,4gb,jumia,4gb 64go noir
13,b0f2acc17dcfcf0d6a3cd073afb1557a8292394a,noir,garantie1an,16go, y8 ,430.0,3go,jumia,3go 16go noir
14,da6a9c144717891fb32c42c506865f0d6205c6de,gold,garantie1an,4go, z6 mini ,125.0,512mo,jumia,512mo 4go gold
15,e47dc71dea7c93570ada914b432e28887da44aef,noir,garantie1an,128go, galaxy a7 2018 ,1350.0,4go,jumia,4go 128go noir
16,69499d2c1b148ede484f31179bf9c41444d06ab0,noir,garantie1an,128go, galaxy a70 ,1559.0,6go,jumia,6go 128go noir
17,90d50e1f328bce0598effb3f9d23bbef8e86e198,noir,garantie1an,4go, v5 nano ,138.0,512mo,jumia,512mo 4go noir
18,097b0d33d01944076534bdf17911e1e03999bf78,gold,garantie1an,16go, apex ,245.0,1go,jumia,1go 16go gold
19,ffa6c7cfea61b43983d29f9162b07ec739aaf8f4,rouge,garantie1an,16go, apex ,245.0,1go,jumia,1go 16go rouge
20,0a3973debfab4c97c591a21b9eeef7e40673cf6c,rouge,garantie1an,32go, galaxy a10 ,479.0,2go,jumia,2go 32go rouge
21,c7222a379c71a881d985e7d4bcdc9ffd473e32ac,brunambré,garantie1an,32go, y6 prime 2019 ,509.0,2go,jumia,2go 32go brunambré
22,05c2d92c6477faa8e82113e0deeb257c82e1869f,rouge,garantie1an,32go, hot 7 pro ,529.0,3go,jumia,3go 32go rouge
23,b46c4efb5c8811477c240e607f21e6317f43fcc4,brown,garantie1an,32go, hot 7 pro ,535.0,3go,jumia,3go 32go brown
24,361db983f37cfef5fb3c75ea184e3e6949429f0f,bleu,garantie1an,32go, y6 prime 2019 ,549.0,2go,jumia,2go 32go bleu
25,60d9f2cb1c7f87787656849b7129bc46fe47e764,noir,garantie1an,32go, galaxy j6 plus ,559.0,3go,jumia,3go 32go noir
26,75cfbc0127dd9ff7bdb700664e8841f72e71fada,bleu,garantie1an,16go, 5 ,579.0,2go,jumia,2go 16go bleu
27,4b95fb4b31dd5f5c137295116c1fee61bef64897,bleu,garantie1an+cartesim+55dinarsdecommunication,32go, galaxy a20 ,529.0,3go,jumia,3go 32go bleu
28,a808e30e012fa4bff42533e12abf594d9018258d,bleu,garantie1an,32go, y5 2019 ,379.0,2go,jumia,2go 32go bleu
29,a31b8911730108b97e849c2aab3a33f07babf168,vert,garantie1an+cartemémoire16goclasse10,64go, f11 ,889.0,6go,jumia,6go 64go vert
30,45cf71b09ae62852f6a15b9c0f76dd6bc5e67f2e,gold,garantie1an,8go, v4 ,189.0,1go,jumia,1go 8go gold
31,de909835b31d34b42772a9c4522ba9dc05bd0f86,brown,garantie1an,32go, y5 2019 ,399.0,2go,jumia,2go 32go brown
32,e7458176676fa13be5bb820ddcb6b6b15e1ff540,noir,garantie1an,16go, y5 prime 2018 ,349.0,2go,jumia,2go 16go noir
33,6badb71ffa48a93bfd922432aa4884fb555c5681,gold,garantie1an,3go, a7 ,645.0,64go,jumia,64go 3go gold
34,f097d91b0e3b4387d63b3d16d062727cc8936d42,bleu,garantie1an,128go, nova 3i ,769.0,4go,jumia,4go 128go bleu
35,33a51db3359a99acb1d22b5e6ffaf2dbd50cc070,noir,garantie1an,64go, galaxy a30 ,669.0,4go,jumia,4go 64go noir
36,dc433f8d7ce9638435c38ccfbc514faabc007ce0,noir,garantie1an,128go, galaxy a50  ,825.0,4go,jumia,4go 128go noir
37,a26370e2260abba7ea49667f1ff0c78c762ac199,blanc,garantie1an,128go, galaxy a50  ,825.0,4go,jumia,4go 128go blanc
38,afd18e44f5561c160ead8f1e855ccaf8400a58e9,irisviolet,garantie1an,128go, nova 3i ,769.0,4go,jumia,4go 128go irisviolet
39,7287deeb471efbd4ab51e1beb138b8c272c0eb5f,gold,garantie1an,4go, iphone xs max ,3929.0,64go,jumia,64go 4go gold
40,78bbde8759e46f6e23d8e7ba18932d0abf016ca9,gold,garantie1an,8go, v553 ,259.0,1go,jumia,1go 8go gold
41,f57646e64c202aa9e98b22a4042535cac5f7ba97,noir,garantie1an,32go, galaxy j6 plus ,619.0,3go,jumia,3go 32go noir
42,d2aac6a64a1530c0988323f6876a8bbc9d27d141,black,garantie1an,64go, y9 2019 ,679.0,4go,jumia,4go 64go black
43,978e08ca7255fbcccad5f66d1a2d6e6ae69f2c7b,rouge,garantie1an,32go, galaxy a10 ,479.0,2go,jumia,2go 32go rouge
44,fe270a95c993e083f86b757493e001a346cc6f2c,noir,garantie1an,32go, a5s ,539.0,3go,jumia,3go 32go noir
45,00ccf468749cc1da815758cca41a8c97d9979c2e,noir,garantie1an,16go, apex ,245.0,1go,jumia,1go 16go noir
46,297ac076d45c08935457aa46f3858ad4878ff08b,noir,garantie1an,32go, a5s ,473.0,2go,jumia,2go 32go noir
47,eb88a220f57d5aee7048ec02c656b766c0c655b8,brunambré,garantie1an,32go, y6 prime 2019 ,499.0,2go,jumia,2go 32go brunambré
48,a1a99763fd3f50a47e56e7ac2d229697d79fb11c,bruneambré,garantie1antn,32go, y6 prime 2019 ,489.0,2go,jumia,2go 32go bruneambré
49,1ff9da07dddf04ce8cf06615a9a7a360b5f7d9db,rose,garantie1an,16go, apex ,245.0,1go,jumia,1go 16go rose
50,2387ad34a2179326ec43755cf8e77c29f0a65ba5,noir,garantie1an,32go, galaxy a20 ,529.0,2go,jumia,2go 32go noir
51,be7b505ec0aaeba750e7b06d6dd3ee5cd6d40297,bleu,garantie1an,32go, y6 prime 2019 ,509.0,2go,jumia,2go 32go bleu
52,a9066d1311fb2c441ac5728526aa9252cd8415b6,noir,garantie1an,32go, galaxy j4+ ,599.0,2go,jumia,2go 32go noir
53,d6044e25a9bad8ed42cddc6a3d00c3a125634142,spacegray,garantie1an,64go, iphone x ,2879.0,3go,jumia,3go 64go spacegray
54,73c402e7bd9662568aec1426c30cf08050fe2577,blue,garantie1an,32go, y7 prime 2019 ,589.0,3go,jumia,3go 32go blue
55,f9190f52390e428e01598c67a82288d9a624516c,noir,garantie1an,32go, y7 prime 2019 ,589.0,3go,jumia,3go 32go noir
56,41ecf2bf14bd24e3b6e8ef90601df6678d91df04,gold,garantie1an,32gb, galaxy j4 plus ,649.0,ram2gb,jumia,ram2gb 32gb gold
57,03c70b0f7ee139622b5825fd25a72fbacffe0e26,bleu,garantie1an+abonnementoryxoiptv&baguetteselfie,32go, y7 prime 2019 ,669.0,3go,jumia,3go 32go bleu
58,a17e441652cfa8b1b472fcd944c9d34eaf3ddb89,rouge,garantie1an+abonnementoryxoiptv&baguetteselfie,32go, y7 prime 2019 ,669.0,3go,jumia,3go 32go rouge
59,e18b04a41eb0dce9af9847fe057a4ad59d2e0dcb,rouge,garantie1an,32go, y7 prime 2019 ,669.0,3go,jumia,3go 32go rouge
60,8e007a3fa9bf3ab629d6dcaa2b43c60105d65fb0,noir,garantie1an+abonnementoryxoiptv&baguetteselfie,32go, y7 prime 2019 ,669.0,3go,jumia,3go 32go noir
61,be5c88ee64483c0f7e644573ffde7202b1b792a5,bleusaphir,garantie1an,64go, y9 2019 ,679.0,4go,jumia,4go 64go bleusaphir
62,b4fee7bba850db00b417a148a245dea6f0f5f2a0,aurorapurple,garantie1an,64go, huawei y9 2019 ,659.0,4go,jumia,4go 64go aurorapurple
63,191af204954bd4115db0775410fb1b980d8027fa,gold,garantie1an,16go, power 2 gold ,269.0,2go,jumia,2go 16go gold
64,bde049851bc4a7054ca6993ef4a36a2bd414857b,bleu,garantie1an,16go, y5 lite 2018 ,329.0,1go,jumia,1go 16go bleu
65,d1fc5055fbb8a20d5978d4bef4877bcd84f79082,noir,garantie1an,4go, z6 mini 3g ,139.0,512mo,jumia,512mo 4go noir
66,7465f5330aaee1d78360c683c3b80d3556083544,gold,garantie1an,8go, vyper ,209.0,1go,jumia,1go 8go gold
67,2a5219fd64a866337b797a78058a3936d99574e2,gold,garantie1an,4go, z6 mini ,125.0,512mo,jumia,512mo 4go gold
68,2a1b321fd38490ccfee1262a28119ef45792f22b,4g,gold,8go, galaxy grand prime plus ,369.0,1.5go,jumia,1.5go 8go 4g
69,d1ce975463a990c1483e440fc06299d4cb543e07,spacegray,garantie1an,64go, iphone xs max ,3499.0,4go,jumia,4go 64go spacegray
70,44d901587995e34cdf2f551bff912a1f96c28cd7,bleu,garantie1an,64go, galaxy a30 ,675.0,4go,jumia,4go 64go bleu
71,62ddd1e3d4730eacb155b60cc19b237c5b7110ff,spacegrey,garantie1an,256go, iphone 7 plus ,2799.0,3go,jumia,3go 256go spacegrey
72,78c84bd65beeaecd060145d88e1e1ed806637657,gold,garantie1an,512mo, v5 nano ,128.0,4go,jumia,4go 512mo gold
73,1017368d3824748fb6b825cff303730711b99b7d,breathingcrystal,garantie1an,128go, p30 pro ,2899.0,8go,jumia,8go 128go breathingcrystal
74,e0b8d20ae2472141ca19c757c35517eca7e301c3,silver,garantie1an,512go, iphone xs max ,4399.0,4go,jumia,4go 512go silver
75,d6ae0b642dae8541bf2f64bddc570d6e771721ee,silver,garantie1an,64go, iphone 8 plus ,2499.0,3go,jumia,3go 64go silver
76,e579b98cdb97a4327729c3584e9bbaf510888900,silver,garantie1an,32go, plume l3 smart ,575.0,3go,jumia,3go 32go silver
77,e52c83299961c25e7f75e87c8734cad8d7fe1bbb,rouge,garantie1an,32go, galaxy a20 ,599.0,3go,jumia,3go 32go rouge
78,26d6209fdaf10f17246790e92d8478b60d8554e9,noir,garantie1an,8go, v4 plus  ,229.0,1go,jumia,1go 8go noir
79,31bf06f848344c63bf413e93beafba751d4856b0,violet,garantie1an,16go, y8 ,430.0,3go,jumia,3go 16go violet
80,1d4be6ab0299af5e30d5da7839d8071dedc5feb5,bleu,garantie1an,8go, y5 lite (2018) ,358.0,1go,jumia,1go 8go bleu
81,c91a4027c44975560501d0cf9b2c0126ba90609d,noir,garantie1an,8go, l ement 505 ,199.0,1go,jumia,1go 8go noir
82,6a3ca166abd57ac40b872fb12ceae923a3210e93,bruneambré,garantie1an,32go, y6 prime 2019 ,490.0,2go,jumia,2go 32go bruneambré
83,4418aa5846886036816fc0a569c0409d370173a3,rouge,garantie1an,32go, y7 prime 2019 ,589.0,3go,jumia,3go 32go rouge
84,7a0c71fae5ece4ecca1c46fecd440b536b7bf373,rouge,garantie1an,64go, f9 ,769.0,4go,jumia,4go 64go rouge
85,18243b6e2b23fa982bd59b2a9d80d0506fda27ec,black,black,16go, plume l 2 pro ,422.0,ram2go,jumia,ram2go 16go black
86,f78b48dc3c1d51d73cb5dba4ebebe2f14c888307,noir,garantie1an,32g, plume l3 ,489.0,3go,jumia,3go 32g noir
87,f1ce70ad63e400f7b93139c87db9fe01cb2a59f1,blanc,garantie1an,128go, galaxy a50 ,899.0,4go,jumia,4go 128go blanc
88,e487aec1f7007fd2dccc6ee478d9121ab86b00bd,noir,garantie1an,16go, power2 ,279.0,2go,jumia,2go 16go noir
89,c8d5ad9d2e0d088e715dd9bc7add5cbd1858b73c,silver,garantie1an,64go, iphone x ,3599.0,3go,jumia,3go 64go silver
90,b66b6cb75c2e44da2e123da333dc429cfab2c45d,gold,garantie1an,32go, galaxy j4 plus ,695.0,2go,jumia,2go 32go gold
91,9e779be66b795ccf5d2c274554e0519bc0561e95,irispurple,garantie1an,128go, nova 3i ,795.0,ram4go,jumia,ram4go 128go irispurple
92,9c31a703ce908bfc79bfbb7c4d726c2f5fc9b661,gold,garantie1an,16go, galaxy j5 pro ,799.0,2go,jumia,2go 16go gold
93,73f07cf100c9c560cc9f1c750c98404ced819096,vertemeraude,garantie1an,128go, y9 prime 2019 ,849.0,4go,jumia,4go 128go vertemeraude
94,ecb4f8de11586acad42ef81f375da86efbf76913,blanc,garantie1an+cartemémoire16goclasse10,64go, f11 ,889.0,6go,jumia,6go 64go blanc
95,5902b5de87a1cc8c21fe01f0ceb5b62f4cdf5b48,blanc,garantie1an,64go, a30 ,899.0,4go,jumia,4go 64go blanc
96,f337ddef136e96c24e5fb84ded01e5ec1a7ff95b,bleu,garantie1an+baguetteselfie,16go, z9 ,190.0,1go,jumia,1go 16go bleu
97,5eb2c106a7a6ef3626dc55f5e8d4ac2225305404,purple,garantie1an+cartemémoire16goclasse10,64go, f11 ,889.0,6go,jumia,6go 64go purple
98,df0bd3fa134857fc6ea4e04b9edcd67081776961,gold,garantie1an,32go, y5 prime 2019 ,364.0,2go,jumia,2go 32go gold
99,5b590a19e7e35e1786dcde7e9b1e5525fa437d05,noir,garantie1an,256go, iphone 7 plus ,2799.0,3go,jumia,3go 256go noir
100,a70d7bb553fa3c1aeb318f7b5ec1f34804f6b1e6,auroragreen,garantie1an,128go, f11 pro ,1089.0,6go,jumia,6go 128go auroragreen
101,6189d3353e286849cf8db8c45131de069c4ce13d,bruneambré,garantie1an+abonnementoryxoiptv&baguetteselfie,32go, y6 prime 2019 ,499.0,2go,jumia,2go 32go bruneambré
102,763593d881bdb117d139fa9675b14e08903d0a29,noir,garantie1an,128go, p30 lite ,899.0,4go,jumia,4go 128go noir
103,be807b7192504e995a9f1902952cc273e60d89c9,rouge,garantie1an+cartemémoire16go,32go, a5s ,489.0,2go,jumia,2go 32go rouge
104,9ce6705382cca06a470cc865f2e4df6b245f14bf,noir,garantie1an,64go, galaxy s9 plus ,2699.0,6go,jumia,6go 64go noir
105,b71b34ae7a550fcf517e7a9c68b83c3f4b949622,rouge,garantie1an,16go, galaxy a2 core ,349.0,1go,jumia,1go 16go rouge
106,092abc50ae834729022c30072b5222670f8290b0,brun,garantie1an,32go, y5  2019 ,389.0,2go,jumia,2go 32go brun
107,221844d8089617427bf01d5448b0403ab5eda77f,white,garantie1an,128go, galaxy a50 ,879.0,4go,jumia,4go 128go white
108,416c4fd3850f59b5fad11dd9e85450a750d47272,noir,garantie1an,64go, iphone xr ,2599.0,2go,jumia,2go 64go noir
109,22bb0a45b91161db5a148903efe709e9a521c710,bleu,garantie1an,8go, v5 ,189.0,1go,jumia,1go 8go bleu
110,7f0ba2030678cdd5468db61b4e88495feca91bc3,noir,garantie1an,32go, y5 prime 2019 ,364.0,2go,jumia,2go 32go noir
111,e09988394058131dd919a6d4f05819988374a283,rouge,garantie1an+cartesim+55dinarsdecommunication,32go, galaxy a20 ,529.0,3go,jumia,3go 32go rouge
112,d8662ade77f017fde253263c7886aa8b51a610a2,rose,garantie1an,4go, z6 mini ,125.0,512mo,jumia,512mo 4go rose
113,4208a5e988432ab01ad0c7caf93ae0d93100a435,blue,garantie1an,128go, galaxy a50 ,879.0,4go,jumia,4go 128go blue
114,770bc9f749f101754861c22955d911b435c87d0d,blue,garantie1an,8go, v5 ,199.0,1go,jumia,1go 8go blue
115,c77e376d578549598e9d6da813c95c61cd5dde46,noir,garantie1an,1go, smart 2 ,289.0,16go,jumia,16go 1go noir
116,410914c2a726adcd686643e0546b6577ad657c14,noir,garantie1an,32go, hot 7 pro ,529.0,3go,jumia,3go 32go noir
117,820b72047beb464ccaa3ff718da075981f18cca5,noir,garantie1an,16go, galaxy a2 core ,325.0,1go,jumia,1go 16go noir
118,7f9f99fcc6184de265b057c9ad0f7e1e23c97ecb,gold,garantie1an,8go, v5 plus ,229.0,1go,jumia,1go 8go gold
119,35ae8a39a6fbf028792fefcbb0879bc190738872,spacegray,garantie1an,64go, iphone x ,3599.0,3go,jumia,3go 64go spacegray
120,7d06e2d73517f8eaed38baa94fec9af5e751ed56,gold,garantie1an,4go, v5 nano ,159.0,512mo,jumia,512mo 4go gold
121,4a2d20f42b119a8c17d1497891989777bcdecacc,noir,garantie1an,8go, v5+ ,259.0,1go,jumia,1go 8go noir
122,bbf708a50028bbe359f78e522d6d7e32dc0ac669,grissombre,garantie1an,1go, galaxy a2 core ,349.0,16go,jumia,16go 1go grissombre
123,3eaf6e00c33bd2abb688a8a66e264a0ea8e56c3e,noir,garantie1an,16go, z9 ,219.0,1go,jumia,1go 16go noir
124,97b024aa1445fc961c8347518a87ea7ce02d4863,noir,garantie1an,32go, y5  2019 ,364.0,2go,jumia,2go 32go noir
125,71b4781bce21d57581b95e6f2a3cffcc6f840e19,gris,garantie1an,8go, v553 ,259.0,1go,jumia,1go 8go gris
126,40ee0b2ac6e88bd532711bfbcf7fe8a84997586c,silver,garantie1an,1go, 2.1 ,399.0,4g,jumia,4g 1go silver
127,66ec284d405d32bdb12065bd07e6179bbecc9348,bleucorail,garantie1an,64go, galaxy s9 plus ,1749.0,6go,jumia,6go 64go bleucorail
128,8d72062c7096f9dcbdf2201489c4143d51febf94,bleu,garantie1an,128go, p30 lite ,900.0,4go,jumia,4go 128go bleu
129,30fd5bd80e6c364c93c8de4509bfbe9a01a59c77,noir,garantie1an,128go, nova 3i ,999.0,4go,jumia,4go 128go noir
130,2f0c7f58af9dc3094fe531b6114e864399fb7bbe,irispurple,garantie1an,128go, nova 3i ,1099.0,4go,jumia,4go 128go irispurple
131,4db2a63dacc8dbb44546348c4633cca0137c8d4d,vert,garantie1an+cartemémoire16goclasse10,128go, f11 pro ,1149.0,6go,jumia,6go 128go vert
132,ecbe52214130266af8450b64abaedb3b7804db96,gold,garantie1an,64go, galaxy a6 plus ,1199.0,4go,jumia,4go 64go gold
133,41cc79f95fd8545f035ee02dba6b41e0374981d5,blue,garantie1an,128go, a50 ,1199.0,4go,jumia,4go 128go blue
134,f710b32baf6b10b11d321189658a40121dd0a856,blanc,garantie1an,128go, galaxy s10e ,2199.0,6go,jumia,6go 128go blanc
135,bd4820968e16e50308bb673c7ab29eed4a7041cd,noir,garantie1an+cartesim+55dinarsdecommunication,32go, galaxy a20 ,529.0,3go,jumia,3go 32go noir
136,0c5bf04e2684e48502ae52c6a1e38f4aa8a98e22,gris,garantie1an,8go, v5 ,189.0,1go,jumia,1go 8go gris
137,5a052e3028483f17e564ad9a68f1da213adeb968,rouge,garantie1an,64go, y9 2019 ,659.0,4go,jumia,4go 64go rouge
138,d6d997f0d20900f1604b7400e791b152b112d7e8,gold,garantie1an,16go, moto e4 plus ,399.0,3go,jumia,3go 16go gold
139,dbfb30a878d4adf2321c63e9440e70bac5e4c640,grissidéral,garantie1an,64go, iphone 8 ,2149.0,2go,jumia,2go 64go grissidéral
140,fc52f4322f8337d2ec6acf3fab6ce239d3185fa3,midnightblack,garantie1an,4go, y9 prime 2019 ,798.0,128go,jumia,128go 4go midnightblack
141,fc7b7df4cb2ea8442730c3481cfa8d055dc98bbb,noir,garantie1an,128go, galaxy note 9 ,1999.0,6go,jumia,6go 128go noir
142,e6937796cb73e9727432d4998296865397abcf68,noir,garantie1an,32go, y5 prime 2019 ,369.0,2go,jumia,2go 32go noir
143,fbc9501769bbda55e43b9a0f49e3fc0f99453d32,noir,garantie1an+filmdeprotection11d,128go, nova 3i ,809.0,4go,jumia,4go 128go noir
144,10781f5e169010ad00e4a9893fd7007b40f68e7b,blue,garantie1an,64go, galaxy a30 ,829.0,4go,jumia,4go 64go blue
145,3f4af5e47794e83b3aa2447399a230669e8e6499,bleu,garantie1an,4go, z6 mini ,125.0,512mo,jumia,512mo 4go bleu
146,5bb3819299fe00bb4921a8ce485d677abbf63e00,mokabrown,garantie2ans,4g, mate 10    double sim ,999.0,"64go,4go",jumia,"64go,4go 4g mokabrown"
147,fd9fe1f1889b9d24f284a015a8c1c0d9eeeaf32c,noir,garantie1an,32go, y7 prime 2019 ,599.0,3go,jumia,3go 32go noir
148,8950ad27d3d919f747beb347174bcf451de45571,noir,garantie1an,16go, y6 prime 2018 ,429.0,2go,jumia,2go 16go noir
149,8e23b11a48b67f5cf4e05fc3d62e166dce4076eb,jewelrywhite,garantie1an,64go, f11 ,879.0,6go,jumia,6go 64go jewelrywhite
150,122ad66c75f555b72c65c3752e71c9170cff3b0e,violetfoncé,garantie1an,32go, a3s ,569.0,3go,jumia,3go 32go violetfoncé
151,1d70fd8b9c449ff273597ebca7895ac8734ecabb,blanc,garantie1an+cartesim+55dinarsdecommunication,128go, galaxy a50 ,825.0,4go,jumia,4go 128go blanc
152,dbc60a3590d453becbae41da187502a245f33e40,thundernoir,garantie1an,128go, f11 pro ,1149.0,6go,jumia,6go 128go thundernoir
